
query 1: retrieve all 'fashion' products with attributes
product: Sleek Sneakers 236, attributes: {'material': 'Denim', 'style': 'Athleisure', 'gender': 'Unisex'}
low stock warning: sku prod_7275-XL-RED has only 4 left.
low stock warning: sku prod_7283-XL-BEI has only 0 left.
low stock warning: sku prod_7289-XL-RED has only 1 left.
low stock warning: sku prod_7302-S-WHI has only 1 left.
low stock warning: sku prod_7305-M-NAV has only 1 left.
low stock warning: sku prod_7306 has only 3 left.
low stock warning: sku prod_7318-XL-WHI has only 2 left.
low stock warning: sku prod_7321-S-NAV has only 3 left.
low stock warning: sku prod_7325-L-BEI has only 4 left.
low stock warning: sku prod_7326-L-BLA has only 0 left.
low stock warning: sku prod_7334-S-BLA has only 1 left.
low stock warning: sku prod_7350-S-GRE has only 0 left.
low stock warning: sku prod_7357-L-RED has only 1 left.
low stock warning: sku prod_7358-L-WHI has only 3 left.
low stock warning: sku prod_7359-L-WHI has only 4 left.
low stock warning: sku prod_7367-L-NAV has only 1 left.
low stock warning: sku prod_7374-M-BEI has only 1 left.
low stock warning: sku prod_7394-M-GRE has only 2 left.
low stock warning: sku prod_7412-XL-GRE has only 2 left.
low stock warning: sku prod_7412-M-BLA has only 0 left.
low stock warning: sku prod_7414-S-BLA has only 2 left.
low stock warning: sku prod_7414-XL-BLA has only 4 left.
low stock warning: sku prod_7417-S-RED has only 0 left.
low stock warning: sku prod_7419 has only 4 left.
low stock warning: sku prod_7425-Standard-WHI has only 0 left.
low stock warning: sku prod_7426-Large-NAV has only 2 left.
low stock warning: sku prod_7428-S-NAV has only 3 left.
low stock warning: sku prod_7428-XL-NAV has only 0 left.
low stock warning: sku prod_7458-S-BEI has only 0 left.
low stock warning: sku prod_7476-L-WHI has only 3 left.
low stock warning: sku prod_7502-Standard-WHI has only 4 left.
low stock warning: sku prod_7502-Standard-BEI has only 1 left.
low stock warning: sku prod_7502-Standard-BLA has only 3 left.
low stock warning: sku prod_7505-M-BEI has only 3 left.
low stock warning: sku prod_7506 has only 0 left.
low stock warning: sku prod_7508-XL-RED has only 0 left.
low stock warning: sku prod_7550-Large-WHI has only 2 left.
low stock warning: sku prod_7556-M-BLA has only 4 left.
low stock warning: sku prod_7559-Standard-RED has only 1 left.
low stock warning: sku prod_7565 has only 1 left.
low stock warning: sku prod_7566-Large-BEI has only 4 left.
low stock warning: sku prod_7580-L-BLA has only 1 left.
low stock warning: sku prod_7590-L-BEI has only 1 left.
low stock warning: sku prod_7590-S-GRE has only 3 left.
low stock warning: sku prod_7602-L-BLA has only 3 left.
low stock warning: sku prod_7604-M-RED has only 2 left.
low stock warning: sku prod_7604-S-RED has only 2 left.
low stock warning: sku prod_7606-Standard-WHI has only 4 left.
low stock warning: sku prod_7607-Standard-BEI has only 1 left.
low stock warning: sku prod_7607-Standard-BLA has only 0 left.
low stock warning: sku prod_7607-Large-NAV has only 1 left.
low stock warning: sku prod_7613-S-GRE has only 3 left.
low stock warning: sku prod_7615-XL-BEI has only 1 left.
low stock warning: sku prod_7631 has only 4 left.
low stock warning: sku prod_7639-L-WHI has only 4 left.
low stock warning: sku prod_7639-M-BLA has only 4 left.
low stock warning: sku prod_7644-XL-GRE has only 3 left.
low stock warning: sku prod_7657-M-BEI has only 0 left.
low stock warning: sku prod_7658-S-RED has only 1 left.
low stock warning: sku prod_7665-L-WHI has only 1 left.
low stock warning: sku prod_7674 has only 4 left.
low stock warning: sku prod_7696-XL-WHI has only 3 left.
low stock warning: sku prod_7705-S-WHI has only 4 left.
low stock warning: sku prod_7706-XL-WHI has only 1 left.
low stock warning: sku prod_7709-Large-BEI has only 3 left.
low stock warning: sku prod_7710-L-RED has only 2 left.
low stock warning: sku prod_7753-S-WHI has only 3 left.
low stock warning: sku prod_7762-XL-NAV has only 3 left.
low stock warning: sku prod_7762-XL-RED has only 1 left.
low stock warning: sku prod_7773-M-RED has only 2 left.
low stock warning: sku prod_7810-L-WHI has only 1 left.
low stock warning: sku prod_7818-XL-WHI has only 2 left.
low stock warning: sku prod_7827-Large-WHI has only 1 left.
low stock warning: sku prod_7864-S-BEI has only 0 left.
low stock warning: sku prod_7869-Large-NAV has only 3 left.
low stock warning: sku prod_7898-S-NAV has only 2 left.
low stock warning: sku prod_7906-L-GRE has only 4 left.
low stock warning: sku prod_7916-Large-RED has only 1 left.
low stock warning: sku prod_7916-Standard-BLA has only 3 left.
low stock warning: sku prod_7917-S-NAV has only 2 left.
low stock warning: sku prod_7925-Large-NAV has only 0 left.
low stock warning: sku prod_7926-S-GRE has only 0 left.
low stock warning: sku prod_7927 has only 4 left.
low stock warning: sku prod_7928-Standard-NAV has only 4 left.
low stock warning: sku prod_7930-L-WHI has only 4 left.
low stock warning: sku prod_7932-Large-GRE has only 2 left.
low stock warning: sku prod_7943-S-BLA has only 4 left.
low stock warning: sku prod_7944-M-GRE has only 4 left.
low stock warning: sku prod_7954-XL-BLA has only 3 left.
low stock warning: sku prod_7985 has only 0 left.
low stock warning: sku prod_7989-Large-WHI has only 4 left.
low stock warning: sku prod_8016-L-BLA has only 2 left.
low stock warning: sku prod_8025-S-BLA has only 1 left.
low stock warning: sku prod_8026-M-BEI has only 4 left.
low stock warning: sku prod_8028-Standard-RED has only 2 left.
low stock warning: sku prod_8036-Standard-WHI has only 4 left.
low stock warning: sku prod_8036-Large-BEI has only 2 left.
low stock warning: sku prod_8042 has only 0 left.
low stock warning: sku prod_8049-L-RED has only 0 left.
low stock warning: sku prod_8049-L-BEI has only 4 left.
low stock warning: sku prod_8051-M-RED has only 0 left.
low stock warning: sku prod_8071-M-NAV has only 4 left.
low stock warning: sku prod_8086-Large-BLA has only 0 left.
low stock warning: sku prod_8088-S-RED has only 0 left.
low stock warning: sku prod_8109-Standard-BEI has only 1 left.
low stock warning: sku prod_8113 has only 2 left.
low stock warning: sku prod_8126-L-RED has only 1 left.
low stock warning: sku prod_8135-M-BEI has only 3 left.
low stock warning: sku prod_8135-L-WHI has only 1 left.
low stock warning: sku prod_8140-Standard-BEI has only 1 left.
low stock warning: sku prod_8143-Large-BEI has only 1 left.
low stock warning: sku prod_8144-L-BEI has only 2 left.
low stock warning: sku prod_8144-M-NAV has only 1 left.
low stock warning: sku prod_8159-Standard-BEI has only 2 left.
low stock warning: sku prod_8172-L-WHI has only 3 left.
low stock warning: sku prod_8173-S-BLA has only 1 left.
low stock warning: sku prod_8179 has only 1 left.
low stock warning: sku prod_8187-Large-NAV has only 1 left.
low stock warning: sku prod_8188-M-WHI has only 0 left.
low stock warning: sku prod_8188-L-BLA has only 1 left.
low stock warning: sku prod_8199-L-NAV has only 3 left.
low stock warning: sku prod_8203 has only 1 left.
low stock warning: sku prod_8205-XL-BLA has only 0 left.
low stock warning: sku prod_8206-M-WHI has only 0 left.
low stock warning: sku prod_8225-M-BLA has only 1 left.
low stock warning: sku prod_8233-M-RED has only 4 left.
low stock warning: sku prod_8238 has only 4 left.
low stock warning: sku prod_8239-XL-RED has only 4 left.
low stock warning: sku prod_8239-S-BLA has only 1 left.
low stock warning: sku prod_8247-S-RED has only 3 left.
low stock warning: sku prod_8248-Large-BLA has only 0 left.
low stock warning: sku prod_8267-L-GRE has only 0 left.
low stock warning: sku prod_8270-XL-NAV has only 4 left.
low stock warning: sku prod_8300-Large-BEI has only 4 left.
low stock warning: sku prod_8300-Large-BLA has only 2 left.
low stock warning: sku prod_8316-M-NAV has only 4 left.
low stock warning: sku prod_8368-L-BEI has only 1 left.
low stock warning: sku prod_8388-Standard-RED has only 4 left.
low stock warning: sku prod_8390-M-WHI has only 2 left.
low stock warning: sku prod_8392-XL-WHI has only 0 left.
low stock warning: sku prod_8394-L-BLA has only 2 left.
low stock warning: sku prod_8399-Standard-NAV has only 4 left.
low stock warning: sku prod_8403-XL-BEI has only 2 left.
low stock warning: sku prod_8406-S-RED has only 4 left.
low stock warning: sku prod_8413-L-BEI has only 4 left.
low stock warning: sku prod_8418-XL-GRE has only 2 left.
low stock warning: sku prod_8460 has only 2 left.
low stock warning: sku prod_8464-Large-WHI has only 4 left.
low stock warning: sku prod_8480-S-BLA has only 3 left.
low stock warning: sku prod_8484 has only 0 left.
low stock warning: sku prod_8488 has only 4 left.
low stock warning: sku prod_8492-S-WHI has only 1 left.
low stock warning: sku prod_8493-Large-NAV has only 2 left.
low stock warning: sku prod_8500 has only 0 left.
low stock warning: sku prod_8505-Standard-BEI has only 1 left.
low stock warning: sku prod_8513-Large-BEI has only 0 left.
low stock warning: sku prod_8518-M-NAV has only 4 left.
low stock warning: sku prod_8522-Standard-BLA has only 1 left.
low stock warning: sku prod_8522-Standard-RED has only 3 left.
low stock warning: sku prod_8527-Standard-GRE has only 2 left.
low stock warning: sku prod_8546 has only 2 left.
low stock warning: sku prod_8559-Standard-RED has only 3 left.
low stock warning: sku prod_8577-L-GRE has only 4 left.
low stock warning: sku prod_8584 has only 4 left.
low stock warning: sku prod_8588-Large-BEI has only 2 left.
low stock warning: sku prod_8592-XL-BEI has only 0 left.
low stock warning: sku prod_8597-S-BEI has only 4 left.
low stock warning: sku prod_8599-L-GRE has only 0 left.
low stock warning: sku prod_8614-Standard-WHI has only 0 left.
low stock warning: sku prod_8614-Large-WHI has only 3 left.
low stock warning: sku prod_8620-S-NAV has only 3 left.
low stock warning: sku prod_8620-S-RED has only 3 left.
low stock warning: sku prod_8629-L-BEI has only 3 left.
low stock warning: sku prod_8642 has only 0 left.
low stock warning: sku prod_8649-S-BEI has only 2 left.
low stock warning: sku prod_8674 has only 2 left.
low stock warning: sku prod_8684-Standard-WHI has only 4 left.
low stock warning: sku prod_8690-L-BLA has only 4 left.
low stock warning: sku prod_8690-S-RED has only 1 left.
low stock warning: sku prod_8694-L-NAV has only 0 left.
low stock warning: sku prod_8703-M-BLA has only 0 left.
low stock warning: sku prod_8711-M-NAV has only 2 left.
low stock warning: sku prod_8715-L-BEI has only 2 left.
low stock warning: sku prod_8721-Large-GRE has only 4 left.
low stock warning: sku prod_8725-XL-BLA has only 1 left.
low stock warning: sku prod_8727-M-GRE has only 2 left.
low stock warning: sku prod_8728-Standard-RED has only 3 left.
low stock warning: sku prod_8728-Standard-BLA has only 4 left.
low stock warning: sku prod_8733-L-NAV has only 3 left.
low stock warning: sku prod_8747-S-GRE has only 0 left.
low stock warning: sku prod_8750-S-RED has only 0 left.
low stock warning: sku prod_8750-M-NAV has only 4 left.
low stock warning: sku prod_8772-L-NAV has only 4 left.
low stock warning: sku prod_8782-XL-RED has only 1 left.
low stock warning: sku prod_8784-L-BLA has only 2 left.
low stock warning: sku prod_8784-XL-WHI has only 0 left.
low stock warning: sku prod_8785-Standard-GRE has only 0 left.
low stock warning: sku prod_8792-Standard-GRE has only 2 left.
low stock warning: sku prod_8793-XL-BLA has only 1 left.
low stock warning: sku prod_8796 has only 0 left.
low stock warning: sku prod_8797-L-RED has only 3 left.
low stock warning: sku prod_8802-Standard-RED has only 4 left.
low stock warning: sku prod_8806-Standard-BLA has only 1 left.
low stock warning: sku prod_8812-M-BEI has only 3 left.
low stock warning: sku prod_8829-L-BLA has only 2 left.
low stock warning: sku prod_8829-XL-NAV has only 1 left.
low stock warning: sku prod_8835-M-RED has only 3 left.
low stock warning: sku prod_8837-XL-GRE has only 1 left.
low stock warning: sku prod_8839-S-BEI has only 1 left.
low stock warning: sku prod_8839-L-BEI has only 3 left.
low stock warning: sku prod_8845-S-GRE has only 1 left.
low stock warning: sku prod_8883-Standard-NAV has only 4 left.
low stock warning: sku prod_8908-Standard-GRE has only 3 left.
low stock warning: sku prod_8914-XL-BEI has only 3 left.
low stock warning: sku prod_8917-Large-NAV has only 0 left.
low stock warning: sku prod_8940-S-RED has only 0 left.
low stock warning: sku prod_8950-XL-GRE has only 4 left.
low stock warning: sku prod_8969-M-BEI has only 2 left.
low stock warning: sku prod_8983 has only 0 left.
low stock warning: sku prod_8984-Large-NAV has only 2 left.
low stock warning: sku prod_9006-S-BLA has only 0 left.
low stock warning: sku prod_9016 has only 3 left.
low stock warning: sku prod_9021-XL-WHI has only 3 left.
low stock warning: sku prod_9035 has only 2 left.
low stock warning: sku prod_9066-XL-BEI has only 2 left.
low stock warning: sku prod_9077-S-RED has only 3 left.
low stock warning: sku prod_9086-S-BEI has only 4 left.
low stock warning: sku prod_9108-S-BEI has only 2 left.
low stock warning: sku prod_9117-Standard-WHI has only 0 left.
low stock warning: sku prod_9128-L-RED has only 3 left.
low stock warning: sku prod_9128-M-WHI has only 4 left.
low stock warning: sku prod_9142-XL-GRE has only 1 left.
low stock warning: sku prod_9160-L-BEI has only 3 left.
low stock warning: sku prod_9163-XL-BEI has only 1 left.
low stock warning: sku prod_9180-S-GRE has only 2 left.
low stock warning: sku prod_9187-S-BLA has only 0 left.
low stock warning: sku prod_9188-L-WHI has only 1 left.
low stock warning: sku prod_9197-L-NAV has only 1 left.
low stock warning: sku prod_9203-Standard-BEI has only 2 left.
low stock warning: sku prod_9213-S-NAV has only 1 left.
low stock warning: sku prod_9222-S-GRE has only 0 left.
low stock warning: sku prod_9244-S-BLA has only 2 left.
low stock warning: sku prod_9254-S-GRE has only 3 left.
low stock warning: sku prod_9263-XL-BLA has only 4 left.
low stock warning: sku prod_9266-S-BLA has only 1 left.
low stock warning: sku prod_9282-XL-GRE has only 3 left.
low stock warning: sku prod_9296-Large-BEI has only 4 left.
low stock warning: sku prod_9310-M-NAV has only 3 left.
low stock warning: sku prod_9311-Standard-GRE has only 4 left.
low stock warning: sku prod_9346-S-NAV has only 2 left.
low stock warning: sku prod_9350-XL-RED has only 0 left.
low stock warning: sku prod_9358-M-GRE has only 4 left.
low stock warning: sku prod_9358-L-NAV has only 1 left.
low stock warning: sku prod_9377-XL-BLA has only 1 left.
low stock warning: sku prod_9387-S-BLA has only 2 left.
low stock warning: sku prod_9398 has only 2 left.
low stock warning: sku prod_9400-L-BEI has only 1 left.
low stock warning: sku prod_9405-L-RED has only 0 left.
low stock warning: sku prod_9415-XL-NAV has only 4 left.
low stock warning: sku prod_9419-M-RED has only 3 left.
low stock warning: sku prod_9427-M-WHI has only 2 left.
low stock warning: sku prod_9434 has only 3 left.
low stock warning: sku prod_9462-S-BLA has only 2 left.
low stock warning: sku prod_9471-L-WHI has only 3 left.
low stock warning: sku prod_9471-M-BEI has only 0 left.
low stock warning: sku prod_9474-XL-BEI has only 1 left.
low stock warning: sku prod_9478-Standard-BEI has only 3 left.
low stock warning: sku prod_9481-L-BLA has only 2 left.
low stock warning: sku prod_9497-XL-NAV has only 1 left.
low stock warning: sku prod_9497-M-BLA has only 1 left.
low stock warning: sku prod_9499 has only 2 left.
low stock warning: sku prod_9501-L-WHI has only 2 left.
low stock warning: sku prod_9501-L-BLA has only 2 left.
low stock warning: sku prod_9503-XL-NAV has only 3 left.
low stock warning: sku prod_9523-S-BEI has only 3 left.
